id,都道府県コード,名称,読み,検索文字列,住所,緯度,経度,分類1,分類2,分類3
010000110100,01,横山家住宅,よこやまけじゆうたく,横山家住宅,北海道 檜山郡江差町 字姥神町,41.866872,140.125176,施設,史跡・文化財・遺跡,建築物・住宅
010000110300,01,檜山番所跡,ひやまばんしよあと,檜山番所跡,北海道 檜山郡江差町 字中歌町,41.869905,140.129305,施設,史跡・文化財・遺跡,史跡・文化財
010000110400,01,旧檜山爾志郡役所庁舎,きゆうひやまにしぐんやくしよちようしや,旧檜山爾志郡役所庁舎,北海道 檜山郡江差町 字本町,41.868175,140.128790,施設,史跡・文化財・遺跡,建築物・住宅
010000110500,01,正覚院,しようがくいん,正覚院,北海道 檜山郡江差町 字本町271番地,41.865108,140.131592,施設,埋葬・信仰・宗教施設,寺院
010000110600,01,江差別院,えさしべついん,江差別院,北海道 檜山郡江差町 字本町212番地,41.866871,140.130402,施設,埋葬・信仰・宗教施設,寺院
010000110800,01,金剛寺,こんごうじ,金剛寺,北海道 檜山郡江差町 字中歌町168番地,41.870419,140.131836,施設,埋葬・信仰・宗教施設,寺院
010000110900,01,江差別院,えさしべついん,江差別院,北海道 檜山郡江差町 字中歌町169番地,41.868553,140.133469,施設,埋葬・信仰・宗教施設,寺院
010000111000,01,旧中村家住宅,きゆうなかむらけじゆうたく,旧中村家住宅,北海道 檜山郡江差町 字中歌町,41.869094,140.128801,施設,史跡・文化財・遺跡,建築物・住宅
010000111200,01,笹山稲荷社,ささやまいなりしや,笹山稲荷社,北海道 檜山郡江差町 字桧岱,41.865408,140.147723,施設,埋葬・信仰・宗教施設,神社
010000112500,01,柏森神社,かしわもりじんじや,柏森神社,北海道 檜山郡江差町 字柏町216番地,41.848183,140.126282,施設,埋葬・信仰・宗教施設,神社
010000112800,01,観音寺,かんのんじ,観音寺,北海道 檜山郡江差町 字泊町369番地,41.889580,140.136703,施設,埋葬・信仰・宗教施設,寺院
010000113000,01,岩城神社,いわきじんじや,岩城神社,北海道 檜山郡江差町 字尾山町,41.896269,140.140494,施設,埋葬・信仰・宗教施設,神社
010000114600,01,円明寺,えんめいじ,円明寺,北海道 檜山郡厚沢部町 字美和123番地1,41.910831,140.174713,施設,埋葬・信仰・宗教施設,寺院
010000114800,01,円通寺,えんつうじ,円通寺,北海道 檜山郡厚沢部町 字富栄257番地,41.922619,140.204483,施設,埋葬・信仰・宗教施設,寺院
010000115200,01,西光寺,さいこうじ,西光寺,北海道 檜山郡厚沢部町 字滝野491番地,41.943863,140.245575,施設,埋葬・信仰・宗教施設,寺院
010000115500,01,館城跡,たてじようあと,館城跡,北海道 檜山郡厚沢部町 字城丘,41.879579,140.344325,施設,城・軍事施設,城跡
010000115900,01,乙部八幡神社,おとべはちまんじんじや,乙部八幡神社,北海道 爾志郡乙部町 字元町254番地,41.966965,140.131927,施設,埋葬・信仰・宗教施設,神社
010000116000,01,長徳寺,ちようとくじ,長徳寺,北海道 爾志郡乙部町 字元町310番地,41.967995,140.134842,施設,埋葬・信仰・宗教施設,寺院
010000116100,01,専得寺,せんとくじ,専得寺,北海道 爾志郡乙部町 字緑町386番地,41.968109,140.135605,施設,埋葬・信仰・宗教施設,寺院
010000116200,01,法然寺,ほうねんじ,法然寺,北海道 爾志郡乙部町 字元町288番地,41.967400,140.133453,施設,埋葬・信仰・宗教施設,寺院
010000116700,01,小茂内遺跡,こもないいせき,小茂内遺跡,北海道 爾志郡乙部町 字鳥山,41.994532,140.141170,施設,史跡・文化財・遺跡,遺跡
010000118400,01,熊石番所跡,くまいしばんしよあと,熊石番所跡,北海道 爾志郡乙部町 字栄野,42.011437,140.175733,施設,史跡・文化財・遺跡,史跡・文化財
010000118500,01,根崎神社,ねさきじんじや,根崎神社,北海道 二海郡八雲町 熊石根崎町114番地,42.128826,139.982468,施設,埋葬・信仰・宗教施設,神社
010000118600,01,門昌庵,もんしようあん,門昌庵,北海道 爾志郡乙部町 字栄野,42.011437,140.175733,施設,史跡・文化財・遺跡,建築物・住宅
010000118700,01,観音寺,かんのんじ,観音寺,北海道 二海郡八雲町 熊石関内町260番地,42.136559,139.933456,施設,埋葬・信仰・宗教施設,寺院
010000118800,01,法蔵寺,ほうぞうじ,法蔵寺,北海道 石狩市 親船町番外地,42.011437,140.175733,施設,埋葬・信仰・宗教施設,寺院
010000118900,01,妙選寺,みようせんじ,妙選寺,北海道 二海郡八雲町 熊石雲石町252番地,42.131451,139.979980,施設,埋葬・信仰・宗教施設,寺院
010000119600,01,無量寺,むりようじ,無量寺,北海道 上川郡当麻町 1663番地,42.011437,140.175733,施設,埋葬・信仰・宗教施設,寺院
010000119700,01,蓮華寺,れんげじ,蓮華寺,北海道 二海郡八雲町 熊石館平町22番地,42.075214,140.062576,施設,埋葬・信仰・宗教施設,寺院
010000121200,01,青苗遺跡群,あおなえいせきぐん,青苗遺跡群,北海道 奥尻郡奥尻町 字青苗,42.058029,139.449894,施設,史跡・文化財・遺跡,遺跡
010000121900,01,太田神社,おおたじんじや,太田神社,北海道 旭川市 東旭川町米原479番地,43.744953,142.578445,施設,埋葬・信仰・宗教施設,神社
010000122200,01,久遠神社,くどおじんじや,久遠神社,北海道 久遠郡せたな町 大成区本陣70番地1,42.224701,139.828278,施設,埋葬・信仰・宗教施設,神社
010000122300,01,広福寺,こうふくじ,広福寺,北海道 紋別郡湧別町 錦町263番地,44.212242,143.608719,施設,埋葬・信仰・宗教施設,寺院
010000122400,01,大乗寺,だいじようじ,大乗寺,北海道 余市郡余市町 入舟町203番地,43.194004,140.786301,施設,埋葬・信仰・宗教施設,寺院
010000122500,01,常願寺,じようがんじ,常願寺,北海道 久遠郡せたな町 大成区都328番地,42.228134,139.818604,施設,埋葬・信仰・宗教施設,寺院
010000123800,01,貝取澗２洞窟遺跡,かいとりまにどうくついせき,貝取澗２洞窟遺跡,北海道 久遠郡せたな町 大成区貝取澗,42.188755,139.898264,施設,史跡・文化財・遺跡,遺跡
010000126500,01,事比羅神社,ことひらじんじや,事比羅神社,北海道 久遠郡せたな町 瀬棚区三本杉34番地1,42.456490,139.849457,施設,埋葬・信仰・宗教施設,神社
010000126600,01,延命寺,えんめいじ,延命寺,北海道 苫小牧市 字錦岡102番地,42.604359,141.494171,施設,埋葬・信仰・宗教施設,寺院
010000126700,01,南川遺跡,みなみかわいせき,南川遺跡,北海道 瀬棚郡今金町 字住吉,42.409676,140.091395,施設,史跡・文化財・遺跡,遺跡
010000126900,01,薗林寺,おんりんじ,薗林寺,北海道 久遠郡せたな町 瀬棚区本町672番地,42.452927,139.853256,施設,埋葬・信仰・宗教施設,寺院
010000127800,01,利別教会,としべつきようかい,利別教会,北海道 瀬棚郡今金町 字御影,42.429316,140.002810,施設,埋葬・信仰・宗教施設,教会
010000127900,01,インマヌエル教会,いんまぬえるきようかい,インマヌエル教会,北海道 瀬棚郡今金町 字神丘,42.420320,139.970513,施設,埋葬・信仰・宗教施設,教会
010000128000,01,美利河１遺跡,ぴりかいちいせき,美利河１遺跡,北海道 瀬棚郡今金町 −,42.513538,140.191358,施設,史跡・文化財・遺跡,遺跡
010000128100,01,神丘２遺跡,かみおかにいせき,神丘２遺跡,北海道 瀬棚郡今金町 字神丘,42.434115,139.973326,施設,史跡・文化財・遺跡,遺跡
010000132100,01,千走寺,せんそうじ,千走寺,北海道 島牧郡島牧村 字元町305番地1,42.685040,140.006561,施設,埋葬・信仰・宗教施設,寺院
010000132900,01,茂津多岬灯台,もつたみさきとうだい,茂津多岬灯台,北海道 島牧郡島牧村 −,42.614527,139.827853,施設,史跡・文化財・遺跡,灯台
010000136300,01,寿都海官所跡,すつつかいかんしよあと,寿都海官所跡,北海道 寿都郡寿都町 字大磯町,42.795549,140.231778,施設,史跡・文化財・遺跡,史跡・文化財
010000136400,01,法界寺,ほうかいじ,法界寺,北海道 寿都郡寿都町 字新栄町144番地,42.793510,140.227859,施設,埋葬・信仰・宗教施設,寺院
010000136700,01,スッツ弘前藩出張陣屋跡,すつつひろさきはんでばりじんやあと,スッツ弘前藩出張陣屋跡,北海道 寿都郡寿都町 字開進町,42.789267,140.232620,施設,史跡・文化財・遺跡,史跡・文化財
010000137900,01,龍昌寺,りゆうしようじ,龍昌寺,北海道 寿都郡寿都町 字歌棄町歌棄456番地,42.777843,140.307480,施設,埋葬・信仰・宗教施設,寺院
010000138300,01,漁場建築佐藤家,ぎよばけんちくさとうけ,漁場建築佐藤家,北海道 寿都郡寿都町 字歌棄町,42.789303,140.308546,施設,史跡・文化財・遺跡,建築物・住宅
010000138400,01,厳島神社,いつくしまじんじや,厳島神社,北海道 寿都郡寿都町 字歌棄町有戸151番地,42.787956,140.309006,施設,埋葬・信仰・宗教施設,神社
010000139300,01,願翁寺,がんおうじ,願翁寺,北海道 寿都郡寿都町 字磯谷町島古丹245番地,42.856299,140.346277,施設,埋葬・信仰・宗教施設,寺院
010000139700,01,寿都神社,すつつじんじや,寿都神社,北海道 寿都郡寿都町 字渡島町127番地2,42.790783,140.230972,施設,埋葬・信仰・宗教施設,神社
010000141800,01,樽岸遺跡,たるきしいせき,樽岸遺跡,北海道 寿都郡黒松内町 字五十嵐,42.723161,140.282474,施設,史跡・文化財・遺跡,遺跡
010000143700,01,立川遺跡,たちかわいせき,立川遺跡,北海道 磯谷郡蘭越町 字立川,42.742688,140.579312,施設,史跡・文化財・遺跡,遺跡
010000144400,01,曾我北栄環状列石,そがほくえいかんじようれつせき,曾我北栄環状列石,北海道 虻田郡ニセコ町 字曽我,42.828827,140.669216,施設,史跡・文化財・遺跡,史跡・文化財
010000147200,01,大仏寺,だいぶつじ,大仏寺,北海道 虻田郡倶知安町 字旭100番地,42.900166,140.737518,施設,埋葬・信仰・宗教施設,寺院
010000147300,01,金毘羅寺,こんぴらじ,金毘羅寺,北海道 虻田郡倶知安町 北七条西一丁目8番地,42.910954,140.752411,施設,埋葬・信仰・宗教施設,寺院
010000147400,01,倶知安神社,くつちやんじんじや,倶知安神社,北海道 虻田郡倶知安町 字八幡476番地,42.903431,140.791931,施設,埋葬・信仰・宗教施設,神社
010000148800,01,経武館跡,けいぶかんあと,経武館跡,北海道 岩内郡共和町 前田,42.976985,140.568504,施設,史跡・文化財・遺跡,建築物・住宅
010000149700,01,岩内古宇同修学舎跡,いわないふるうどうしゆうがくしやあと,岩内古宇同修学舎跡,北海道 岩内郡岩内町 字大和,42.983319,140.509017,施設,史跡・文化財・遺跡,史跡・文化財
010000150300,01,蓮華寺,れんげじ,蓮華寺,北海道 岩内郡岩内町 字高台13番地,42.980698,140.514648,施設,埋葬・信仰・宗教施設,寺院
010000150500,01,帰厚院,きこういん,帰厚院,北海道 岩内郡岩内町 字高台143番地,42.979675,140.512817,施設,埋葬・信仰・宗教施設,寺院
010000150600,01,全修寺,ぜんしゆうじ,全修寺,北海道 岩内郡岩内町 字高台25番地,42.980633,140.513000,施設,埋葬・信仰・宗教施設,寺院
010000150700,01,光照寺,こうしようじ,光照寺,北海道 岩内郡岩内町 字高台131番地,42.979778,140.516129,施設,埋葬・信仰・宗教施設,寺院
010000150800,01,智恵光寺,ちえこうじ,智恵光寺,北海道 岩内郡岩内町 字清住229番地,42.978481,140.506653,施設,埋葬・信仰・宗教施設,寺院
010000150900,01,岩内神社,いわないじんじや,岩内神社,北海道 岩内郡岩内町 字宮園41番地,42.974670,140.514572,施設,埋葬・信仰・宗教施設,神社
010000151000,01,岩内東山遺跡,いわないひがしやまいせき,岩内東山遺跡,北海道 岩内郡岩内町 字東山,42.982623,140.529429,施設,史跡・文化財・遺跡,遺跡
010000152900,01,泊稲荷神社,とまりいなりじんじや,泊稲荷神社,北海道 古宇郡泊村 大字泊村82番地,43.068149,140.491367,施設,埋葬・信仰・宗教施設,神社
010000153000,01,法輪寺,ほうりんじ,法輪寺,北海道 古宇郡泊村 大字泊村74番地,43.068453,140.493525,施設,埋葬・信仰・宗教施設,寺院
010000155900,01,厳島神社,いつくしまじんじや,厳島神社,北海道 古宇郡神恵内村 大字神恵内村81番地,43.184396,140.472262,施設,埋葬・信仰・宗教施設,神社
010000158700,01,神威神社,かむいじんじや,神威神社,北海道 積丹郡積丹町 大字来岸町10番地,43.329380,140.398788,施設,埋葬・信仰・宗教施設,神社
010000158900,01,教照寺,きようしようじ,教照寺,北海道 積丹郡積丹町 大字余別町206番地,43.323444,140.378738,施設,埋葬・信仰・宗教施設,寺院
010000159000,01,双源寺,そうげんじ,双源寺,北海道 積丹郡積丹町 大字余別町49番地,43.327465,140.377518,施設,埋葬・信仰・宗教施設,寺院
010000159600,01,神威岬灯台,かむいみさきとうだい,神威岬灯台,北海道 積丹郡積丹町 大字神岬町,43.333281,140.347072,施設,史跡・文化財・遺跡,灯台
010000160000,01,美国神社,びくにじんじや,美国神社,北海道 積丹郡積丹町 大字美国町字大沢230番地,43.293209,140.594589,施設,埋葬・信仰・宗教施設,神社
010000160100,01,観音寺,かんのんじ,観音寺,北海道 積丹郡積丹町 大字美国町字小泊大字美国町65番地,43.292898,140.614436,施設,埋葬・信仰・宗教施設,寺院
010000160200,01,大覚寺,だいかくじ,大覚寺,北海道 積丹郡積丹町 大字美国町字小泊72番地,43.293343,140.602600,施設,埋葬・信仰・宗教施設,寺院
010000160300,01,威光寺,いこうじ,威光寺,北海道 積丹郡積丹町 大字美国町字小泊115番地,43.286072,140.589905,施設,埋葬・信仰・宗教施設,寺院
010000161900,01,願雄寺,がんゆうじ,願雄寺,北海道 古平郡古平町 大字浜町342番地,43.262657,140.638840,施設,埋葬・信仰・宗教施設,寺院
010000162000,01,正隆寺,しようりゆうじ,正隆寺,北海道 古平郡古平町 大字浜町363番地,43.262951,140.637817,施設,埋葬・信仰・宗教施設,寺院
010000162400,01,宝海寺,ほうかいじ,宝海寺,北海道 古平郡古平町 大字港町47番地,43.266945,140.636414,施設,埋葬・信仰・宗教施設,寺院
